,content
118,내가 탈 비행기가 '보잉 737 Max 8'인지 아닌지 확인하는 방법 & 현재 해당 비행기를 운용하는 전 세계 항공사 전체 목록 http://huffp.st/lMul9er  pic.twitter.com/Hh5WskeRPP
119,"이스타항공, 'B737-맥스 8' 2대 운행중단 ""불안 해소 차원""
https://www.yna.co.kr/view/AKR20190312142000003?input=tw  

국내 항공사 가운데 B737-맥스 8 기종을 보유한 항공사는 이스타항공이 유일합니다 "
120,"한국 항공사들은 위험이  확인  되면 운행을 중단하겠다고 하는데, 위험이  의심 되었을 때, 나름의 근거가 있다면 바로 조치를 취하는 게 맞지 않을까? https://news.v.daum.net/v/20190312070509302?f=m  "
121,"허걱... 사실이네요
이름만 737이지 완전히 다른 기종이랍니다.
...
보잉과 항공사 이 개잡넘들...
이름으로 고객들 안심시키려는 수작이 손뼉이 맞은 거네요"
122,"이름만 737이지 싸구려로 만들었나?
말만 듣기 좋은 이른바 ""고효율""....
그러니 잘 팔리겠지만 
문제가 생길 가능성이 농후한 듯

 보잉 737 맥스8  추락..발등에 불떨어진 항공사 
https://news.v.daum.net/v/20190311173941790  "
123,"[TMI] 보잉737이라고 무조건 사고기종이 아니고, 검색해보면 737MAX시리즈가 이번에 문제된 기종입니다. 일반승객들이 디테일하게 알기 힘드니 구입처를 통해 확인해보시는게 좋을 듯 하네요. 뉴스에선 중국계 항공사들이 보유를 많이 하고 있다하니 해투 앞둔 아미분들 안전비행 하시기를  . "
124,"위 트윗은 기종확인만 참고하세요

대한항공과 제주항공은 보유 => 주문계약이 많은 것으로 정정합니다. 두 항공사 모두 Boeing 737 Max가 아직 인도되지 않았습니다.  

아래 기사에 따르면, 이스타항공에서만 현재 2대 운용중이라고 합니다. 

http://www.hani.co.kr/arti/economy/marketing/885384.html  "
125,"보잉 737 MAX-8 운용 항공사. 아에로멕시코, 에어캐나다, 중국국제항공(에어차이나), 어메리칸 에어라인, 중국동방항공, 중국남방항공, 중국 하이난항공, 인도 제트 에어웨이즈, 미국 사우스웨스트, 인도네시아 라이온 에어, 에티오피안 에어라인, 카타르 에어웨이즈 등. (영문 위키피디아 기준)"
126,"상업취항 3년차 상황에서 대형사고가 이어졌으니 보잉737맥스 기종의 안전성 통계는 이미 바닥에 깔렸다.
더 큰 문제는 온갖 단중거리 노선에 투입가능한 작은동체 고효율 모델이라 사람과 기계를 미친듯이 굴리는 블랙리스트 항공사들의 주력이 되었다는 것이고 최악이 진화할 수 있다는 것. pic.twitter.com/1neViD9sUp"
127,"정확하게 이야기 하면, 몇 달전 라이언에어 추락과, 오늘 일어난 에티오피아 항공 추락사고를 통해, B737-8MAX 비행기에 중대한 결함이 있을 가능성이 있으며, 국내에서 해당기체를 운용중인 항공사는 이스타 항공입니다."
128,"신규 저비용항공사(LCC) 항공 면허 심사 결과, 플라이강원 에어프레미아 에어로케이 3개 항공사에게 항공운송사업 신규면허를 발급하기로 했습니다.

#자세한_내용은http://goo.gl/4sfAUo 

#국토교통부 #항공사 #신규LCC #저가항공 #항공면허 pic.twitter.com/rCCnbw7wXH"
129,"승무원 메이크업: 영국 버진애틀랜틱 항공사 '승무원, 이제 화장 안해도 된다' https://www.bbc.com/korean/news-47451411   항공업계는 외모기준에 있어서는 가장 보수적인 업종에 속한다."
130,"#호석
이 항공사 모델 누구죠 ?   
http://bit.ly/2Etm8gn 

#BTS #JHOPE"
131,"항공사 모델이 아니야??????

@BTS_twt"
132,"베트남 정부로서는 트럼프 대통령에게 거액의 '선물'을 안기고 쫑 국가주석의 미국 국빈방문을 챙기는 모양새가 됐다_

이날 베트남 항공사 비엣젯은 미 보잉사로부터 보잉-737 항공기 100대를 사들이는 127억 달러 규모의 계약을 맺었다.

엔진 215개를 사들이는 계약도 했다."
133,국토부는 몽골과 항공회담을 통해 30여년만에 인천~울란바타르 제2항공사 운수권을 확보하고 항공교통심의위 심사를 통해 이를 공정하게 배분했습니다. 기존 대한항공 좌석수는 계속 보장되므로 '대한항공 좌석일부 부당하게 회수했다'는 보도 (26일 한경)는 사실과 다릅니다. http://www.korea.kr/news/actuallyView.do?newsId=148858764  
134,"XIUMIN BIRTHDAY PART 2
시간:19/3/1 
항공사:티웨이항공 
내용:전속 짐표 60만장
전속 탑승권 80만장
항공편:티웨이의 전부 항로
(사진에서 항로가 다르니까 주의하십시오) pic.twitter.com/2SJNGX6dwU"
135,"세계관광기구 선정, 2019년 떠오르는 여행지 1위 #몽골! 
30년 가까이 하나의 항공사만 취항이 가능했던 몽골 #울란바타르 노선의 항공횟수와 운항좌석이 늘어납니다. 
앞으로도 주요 국가와의 항공회담을 통해 운항기회를 확대하고, 항공편의를 높이기 위해 노력하겠습니다. https://goo.gl/NK913x  pic.twitter.com/u47TYHZVC0"
136,"국제적으로 사업하는 항공사가 유명세를 제대로 떨치는구만.. 

""대한""이라는 이름과 태극로고가 아깝다.

이렇게 까지된데는 한국최고 어용노조 중 하나인 대한항공노조(한국노총) 어용역할도 컸는데, 기사 언급처럼 새로 만들어진 민주노조의 견제 역할이 중요하다.

https://news.v.daum.net/v/20190223063047632  "
137,여성혐오적인 아시아나 항공사 사진에 대한 연세대 학우들의 반응 
138,"TEN'S BIRTHDAY SUPPORT

2019년2월27일부터, 상해홍교공항에서 50,000장 생일 응원 탑승권이 발급됩니다. 
수령방법: 중국동방항공사 체크인 카운터에서 체크인하시면 받을 수 있습니다. 

#TEN #텐 #      #   
#HAPPYTENDAY 
#TENBDAY2019 pic.twitter.com/yVMtumRo5R"
139,"'남자도 여자도 아니라면 X'   항공사,'제3의 성' 표기 도입 "
140,"항덕질 이런 사람에게 추천합니다! 
-737 1대 보겠다고 활주로 옆에서 5시간 존버가능하신분
-카메라들고 탑승교 뛰어다닐수있으신분
-비행기타고 연간 지구 1바퀴 비행 가능하신분
-한달에 80만원씩 항공사에 돈 쏟아부으실 수 있는분

항덕질 이런 사람에게 추천하지않습니다
-사람이신 분"
141,"[과도한 판사재량권은 재앙 그 자체]
김해공항 131km 광란의 질주 항공사직원 감형..금고 1년
https://news.v.daum.net/v/20190215105726529?f=m  

 (식물인간) 피해자가 눈을 깜박이는 방식으로 합의 의사를 밝힌 점  그래서 금고 1년?

어이 상실이다.
과도한 판사 재량권을 박탈하지 않는다면, 대한민국은 무법천지가 될것!"
142,"김해공항 131  광란의 질주 항공사직원 감형 금고 1년(종합)
https://www.yna.co.kr/view/AKR20190215053451051?input=tw  

김해공항 내부 도로에서 제한속도 3배를 넘는 시속 131 로 BMW를 몰다가 택시기사를 치어 중상을 입힌 항공사 직원이 2심에서 1심보다 감형된 금고 1년을 선고받았습니다 "
143,A380 단종 결정. 747 잡으려고 18조 들여서 개발했는데 좌석수 너무 많아 항공사에 인기없어 결국 퇴출. 747도 현재는 주로 화물기로 이용. 2022년쯤에 중단 예정. pic.twitter.com/mAvm7QZyNi
144,"경유편이 직항보다 저렴할 때, 최종 목적지까지 가지 않고 중간 경유지에서 도중 하차하는 '히든 티케팅',

소비자의 권리일까요, 아니면 항공사 손해를 유발하는 '노쇼'일 뿐일까요?"
145,"작지만 강해진 제주항공, LCC 첫 매출 1조 돌파 대형항공사 넘본다 http://i.wik.im/403201  #제주항공"
146,"[트래블맵] 델타항공(delta), 에릭남  델타항공 홍보대사로 활동
http://www.travelmap.co.kr/board/news/view/2769  
@Delta @ericnamofficial @EricNam_USA #델타항공 #델타 #홍보대사
#항공사 #미국항공사 #EricNam #에릭남 #delta #travelmap #트래블맵"
147,2017년 허리케인 하비로 인해 텍사스주 휴스턴의 42개의 공공도서관이 문을 닫자 항공사 젯블루가 도서 자판기를 마련해 어린이들에게 무료로 책을 나눠줌. 14세 이하 아동들에게 2만 5천 여권의 책을 배포하고 33억 여원의 도서 기금을 마련. pic.twitter.com/PvHVKUMit9
148,"국토교통부가 다음달 인천~울란바토르(몽골) 노선 운수권을 항공사 1곳에 추가로 배분하게 되는데,  이 노선을 누가 따낼 것이냐 에 항공업계가 촉각을 곤두세우고 있다 "
149,"'왜구 앞잡이'다. 일본 협력업체를 고발하고 계약 해지하라!

한 국내 항공사의 일본 협력업체가 일본군 위안부 할머니를 후원하는 브랜드  마리몬드  에코백을 들고 다니는 한국인 지상직 직원에게 유니폼을 입고 해당 가방을 들지 말라는 금지령을 내려 논란이 일고 있다.https://news.v.daum.net/v/20190128184102938?f=m&from=mtop  "
150,국제선 3명 중 1명은 저비용항공 이용 4년 만에 약 3배 증가. 가까운 해외 노선 크게 늘어나. 하지만 성수기엔 대형 항공사와 값 차이 없다는 불만도. http://news.jtbc.joins.com/html/530/NB11762530.html  
151,포잇보더니 외항사?? 외항사가 뭐지 이래서 외국항공사! 국내항공사 반대 걍 짧게 설명해써!! 답변 쓰는동안 오빠 저 이번주 공방 다갔어요   내일 인가도 가요 이러니까 오!!되게 잘하시나봐요   이래서 아..  네..? 이러고 뒷내용은 나중에^^ pic.twitter.com/UzJw286A3s
152,"라트비아로 비행 스케쥴을 찾고 계신가요? 저희가 찾아드립니다!
2019년 5월 대한항공의 첫 전세기(차터)가 리가국제공항에 도착하는 순간, 역사상 처음으로 라트비아에 직항을 시작하는 한국의 첫 항공사가 될 것입니다! pic.twitter.com/ZducqcVcIw"
153,"항공정보유출=항공사 직원이나, 기획사 직원이 누설한 것이라면 개인정보보호법에 따라  5년 이하의 징역 또는 5000만 원 이하의 벌금형. 이 경우 법인도 양벌규정에 따라 5000만 원 이하 벌금형.  개인정보를 제공받아 유포한 자도 처벌받을 수 있음. 빼박 범죄자들이네"
154,중국 항공사에선 늘 대우 받아왔지만... 
155,"약 30년 만에, <한-몽골 항공회담>을 통해 몽골로 향하는 복수항공사 취항이 가능해졌습니다.
http://www.molit.go.kr:80/USR/NEWS/m_71/dtl.jsp?id=95081840molit.go.kr/USR/NEWS/m_71/  
#국토교통부 #몽골 #몽골비행기 #항공회담 #몽골여행"
156,유나이티드 항공사에서 올려운 파프롬홈 새로운 스틸샷  귀염둥이 어디를 그렇게 봐  
157,"남의 나라는 대혼동 상황인데 여행 얘기 하긴 조금 미안하지만, 한국 여행객들이 곤란을 겪어선 안되니    (유럽 항공사들도 뭘 준비해야 할지 모르겠다고 호소. 영국-유럽 노선 확대가 어려워 항공권 가격이 오르리라는 전망도 나옴. https://www.independent.co.uk/travel/news-and-advice/brexit-no-deal-travel-eu-countries-flight-delays-visa-a8729811.html   )"
158,공항내부는 더 환멸스러웠다. 다른 항공사 비행기였는데 시간대가 비슷해서 저쪽에서 붙어 찍는 행위하고 온 사람들이 보이기도. 다행인 건 기다려서 보고 따라가고 그거 안 하시는 분들도 많았음. 같비라도 행여 민폐일까 맘조린 사람도 있었고
159,삼성 반도체 위기 가시화 수출 위기? 한국 기업인들의 경기 비관 / 제9 항공사?  [쉬운경제] (2019.01.08) http://blog.naver.com/pjbjp24/221437062064  
160,A 시A 나 항공사 회장님 아들내미 싸가지 밥 말어먹었단 소문 자자해서 차기 승계에 문제 생김 결국 회장님이 내린 특단의 조취가 승무원들의 노력과 수고를 알아보라는 거여서 그날부로 회장 아들 신분 숨기고 항공사 신입 승무원 자리 들어가는 김텽같다 그리고 안하무인 김텽 상사 김섟즩 pic.twitter.com/MPqgEZr9Mf
161,빨 항공사 모델로 데려가 
162,항공사 모델만 10년 할 거 같은 승무원st 
163,"요즘 이러하니, 
MBA보다,  항공사 기장 될 수 있는 유학이  훨씬 가성비 좋다는 말이 나온다...-.-;

물론 #공사 가는 아들은 최고 효자  "
164,"'어쩌다, 결혼'도 상반기에 베일을 벗는다. 자유를 갈구하는 항공사 오너 2세와 스스로의 인생을 찾으려는 전직 육상선수가 계약결혼을 하면서 벌어지는 일을 다룬 로맨스 코미디다. (빨리 보고 싶다구  !)
https://entertain.v.daum.net/v/20181230221527544   pic.twitter.com/L4KFdmOts8"
165,국적 항공사가 '동해'를 '일본해'로 표기 
166,"대한항공, 기내 지도서 동해를  일본해 로 표기 https://news.v.daum.net/v/20181230131201954   '태극 마크' 단 국적 항공사, 책임 의식 부족 비판"
167,"[JTBC 뉴스룸] 항공사 상대로 음주단속 했더니 지난달에만 2건 적발. 밤새 폭음 후 조종간을 잡으려 했던 조종사, 술에 취해 여객기 정비에 나선 정비사. http://news.jtbc.joins.com/html/122/NB11748122.html  "
168,"레카에서 톰브라운소년단이었다는데 개인적으로 톰브라운은 석지니가 찰떡이네요.
이건 뭔가 항공사 기장님같다   기장님 노선에 매번 풀방이라면서요? 기내에서 방송으로 하늘상황 알려주는 목소리가 꿀인데 내용이 아재개그라 고객들이 숨죽여 웃는대. 나만 웃긴걸까봐 숨어서. 
#bts @BTS_twt"
169,"#MCSeokjinReturns
석진이 항공사 모델 해조라.. "
170,"일반 기업도 이래서는 안되는데
주식시장에 상장되어 있는 기업
그것도 국적항공사를 소유한 대기업이
이따위라는 건 
정말 끔찍한거 아닌가요? 

밀수 허위신고...한진  세 모녀 검찰 송치 https://www.ytn.co.kr/_cs/_ln_0102_201812271113092484_005.html#share_btns  "
