,title,content
70,세계에서 가장 아름답다고 알려진 항공사 유니폼,왜냐하면 유니폼은 그 항공사의 이미지를 대표하기에 세계적으로 유명한 디자이너들이 제작에 참여하고 있기 때문입니다. 오늘은 미국에 본사를 둔 글로벌 언론사인 NTD TV가 보도한 '세계에서 가장 아름답다고 알려진 항공사 유니폼'을 인용해 봤습니다. | 하이난 항공 Hainan Airlines...
71,"해외여행 저가항공사 추천, 양양국제공항 2019 하계 7개 노선 개설 확정!","낙산사, 설악산, 신흥사, 권금성 케이블카, 소양강 스카이워크, 남이섬, 오죽헌, 선교장, 안목 카페거리 등을 방문할 계획입니다~ 저희 강원도는 지속적으로 동남아 노선 다변화를 추진해 나가겠습니다.^^ #강원도 #양양 #양양국제공항 #양양비행기 #비행기 #해외여행 #저가항공사"
72,신규 LCC항공사 플라이강원 면허취득!!,올해는 정말 많은 항공사들이 채용을 대거 오픈했어요. 에어부산을 시작으로 대한항공까지!! 많은 분들이 꿈꾸는 직업인만큼 좋은 소식있기를 바랄께요. 오늘은 신규LCC항공사 바로 플라이강원에 대해서 알아보려고해요. 신규항공사인만큼 많은 분들에게 인지도가 아직은 낮은거같은데요....
73,스타얼라이언스 및 제휴항공사 이용하고 아시아나항공 마일리지 적립하기,"스타얼라이언스 및 제휴항공사 이용하고 아시아나항공 마일리지 적립하기 대한항공과 마찬가지로 아시아나항공도 외국 항공사를 이용할 때 아시아나 마일리지를 적립할 수 있습니다. 아시아나항공이 낡은 기재, 많지 않은 노선 등으로 욕도 많이 먹고 대한항공에 비해서 많이 밀린 것이..."
74,항공사 취소 수수료 :: 국내와 해외항공사 차이점,"국내 항공사(대한항공, 아시아나)는 취소 수수료 없음 2. 해외 항공사는 모두 제각각(항공사 사이트 직접확인) 해외 항공사 스카이스캐너 앱에서는 당일취소 이후의 환불은 항공사 환불 수수료가 발생한다고 나와있어요. 해당 항공사 홈페이지를 직접 들어가보면... 에미레이트 항공사 Refund fees..."
75,항공사에서 분실 수하물 청구서 작성 방법,"항공사의 고객 서비스 데스크를 방문하여 가방이 지연되었는지 확인하십시오. 2. 공항을 떠나기 전에 분실된 수하물 양식을 작성합니다. 양식을... 예를 들어, 항공사는 가방을 배달할지 여부를 알려야 합니다. 또한 귀찮은 일로 보상받을 권리가 있습니다. 떠나기 전에 그것에 대해 물어보십시오...."
76,새롭게 론칭한 항공사 패션 브랜드 팬암 데일리룩으로 굿,"한국에 오픈한 미국 항공사 브랜드 ""PAN AM"" 패션에 관심이 많은 패블님들은 이미 아실 거라 생각되는데요. 저에겐 많이 생소한 브랜드라 알아보다 보니 평소 캐쥬얼 룩을 즐기는 저랑 잘 맞을 것 같아 한번 찾아봤어요. 새롭게 론칭한 항공사 계열 brand이다 보니 아래의 로고가 생소한데요...."
77,[4월] 국내항공사 승무원 면접_실전반 5회 과정,"실전반 5회 과정은 항공사 지원 경험이 있고, 면접 준비기간이 6개월 이상 된 분들이 듣기 적합한 수업입니다. 자소서 첨삭 + 스파르타 모의면접 5회 *작성하신 자소서를 메일로 보내주시면 1회 첨삭해 드려요. 1. 에피소드 찾기를 바탕으로 자연스러운 답변 준비 2. 면접 Tip, 이력서를 바탕으로 한..."
78,#멕티 #meccti #중동항공사 #승무원채용,#멕티 #meccti #중동항공사 #승무원채용 허허 아직 제가 이걸 왜하고인는지 잘 몰겐는 저도 헷갈리는 상황인데  .  이상하다 .. 멕티한테 나... 중동항공사 프리셀렉션이고 하나는 에티하드 프리셀렉션 및 파이널이야 (파이널은 에티하드팀이 하는거야) 지원자들이 두개가 한...
79,보잉 737 맥스8을 보유하고 있는 항공사는 어디?,#보잉737 #항공사별 #보잉737맥스8 #보유현황 보잉 737 맥스를 보유하고 있는 항공사는 어디? 2017년에 첫선을 보인 737 4세대 즉 보잉 737맥스 지금까지 고객사에게 인도된 비행기는 46개 항공사에 총 350대 대부분은 이번 사고기인 MAX8 기종...
80,인천국제공항 제1 2터미널 취항항공사 정보 안내,"인천국제공항 제1 2터미널 취항항공사 정보 안내 1일 평균 약 20만 여명이 이용하고, 연간 약 6천여만명 이상 이용한다는 <세계적인 허브 인천국제공항>은 취항항공사 규모도 제1터미널 73개 항공사, 제2터미널 10개 항공사 등 83개 항공사가 취항하고 있어, 여행 예약을..."
81,Boeing 737 MAX 보유 항공사 현황,737 MAX fleet의 4분의 1이 조금 넘는 97대의 항공기들이 중국 항공사들에 의해 운용되고 있었습니다. 주요 중국... Boeing 737 MAX 항공기들은 현재 34개국의 54개 항공사에 보급되어 있습니다. 아시아태평양지역 항공사들은 현재 136대의 Boeing 737 MAX...
82,"에어링구스(Aer Lingus), 아일랜드 국영항공사. 국제항공그룹","아일랜드 더블린에 위치한 에어링구스는 아일랜드 국영항공사이다. 항공사의 지분 80%이상을 정부가 소유하고 있고 유럽, 미국, 아랍에미리트 등의 지역에 80여곳 노선을 운항하고 있다 B737기종 등 보잉사의 항공기를 운영하다가 모두 퇴역시키고 2000년대 초반부터는..."
83,'위험 항공사 리스트 있다' 는 첨부파일," 위험 항공사 리스트가 있다 는 내용으로 첨부파일 실행 유도 감염 시 사용자 정보수집, PC 원격조종, 추가 악성코드 다운로드 등 악성 행위 수행 안랩(대표 권치중)은 보잉737 맥스8 추락사고 이슈를 악용해  위험 항공사 리스트가 있다 는 내용의 메일로 악성코드를 유포하는 사례를..."
84,"항공 승무원,항공사물류 자격증","항공승무원, 항공사물류 IATA국제공인자격증 재직자국비지원 원격교육 개강 토픽코리아 국제항공운송협회로부터 인가 받은 한국 내... 항공서비스, 객실안전, 항공사물류, 운임 등 항공조종과 항공통제를 제외한 전 분야를 관장하는 기관으로 '항공업계의 UN'으로 불리고 있다. 국내..."
85,항공사 취업에 유리한 학교 한서항공전문학교 !,"일반대학보다 항공사 취업에 더욱 강하고 경쟁력을 갖출 수 있습니다. 항공전문학교 중에서도 국토교통부에서 지정한 항공전문학교가 따로... 학교별로 운영하는 과정이 달라 항공 조종, 드론, 항공서비스 등 기타 과정을 운영하는 학교들도 있지만 항공사 취업으로서의 안정성이 보장되는..."
86,항공사 사무장님과 윤희를 만나다^^,"형, 항공사 사무장님 소개해줄께 하면서 서로 좋은 이야기 나누라고 이야기 해줬다. 응, 만나서 좋은 이야기 들으면 좋지 얼른와 이렇게 윤희와 항공사 사무장님을 만났다^^ 윤희와 함께^^ 우와 우리 7년만에 만나네    그동안 잘지냈지? 하면서 서로 안부를 묻고 이야기 나눴다 그리고 3월 달에..."
87,2019년 예상되는 4300여명 항공사 채용 인원,"항공사 취업은 정말 많은 분들이 희망하시는 목표이시죠? 급여나 복지, 그리고 이미지 등등의 이유로, 또 항공 자체를 좋아하시는 분들이 정말 많은것 같은데요~ 이렇게 항공사 취업을 희망하시는 분들에게 2019년은 항공사 취업의 정말 좋은 기회가 될 것 같습니다. 항공산업이 급성장하면서..."
88,"더 좋은 저비용항공사! 시작부터 꼼꼼하고, 투명하게!","여행할 때, 저비용항공사 애용하고 있었다면? 희소식!! 더욱 편리해지고, 믿을 수 있어진대! #국토교통부 #저비용항공사 #저가항공 #여행 #항공운송사업 더 좋은 LCC(저비용항공사) 시작부터 꼼꼼하고, 투명하게! 항공이용 편의 증진과 항공산업의 더 많은 일자리 창출을 위한 항공운송사업 신규면허..."
89,1950~1970년대의 항공사 스튜어디스 유니폼 변천사,"1950년 부터 1970년대 까지의 연도별 항공사 여승무원 스튜어디스 유니폼 변천사입니다.항공사는 1947년에 설립된 뉴질랜드 국립 항공 공사(NAC)인데요 1978년에 에어 뉴질랜드에 합병되었는데 50년대는 군복 스타일로 60년대는 심플함,70년대는 컬러풀하게 라는 특징을 보여주고..."
90,[수강생필독]항공사 통합 원데이클래스 예고,"모든 항공사들 통한 무료 모의면접 (실무, 임원) 18일날 열거에요!! 대한항공, 이스타항공, 티웨이항공, 에어서울, 에어부산 임원, 제주항공임원 모두 모두 진행해요!! 본인한테 맞는 면접 형태로 참여하고, 항공사 기준에 맞게 피드백 및 면접 진행합니다!!! 12일 지나고 정확하게 올릴게요! 첨삭..."
91,전주면접헤어 전주 항공사 승무원 면접,"3월 이스타항공사의 면접 공지가 있었다죠. 이번에 담아볼 소식은 면접 준비를 위해 #전주면접헤어 #항공사면접 #승무원면접 아우라디엠을 찾아주신 고객님들이세요. ^^ * #전주면접헤어 #이스타항공공채 #승무원머리 #전주항공사면접 #승무원도전기 #화이팅 떨리는 마음, 모두가 같겠지만 그래도..."
92,"골 항공사, 보잉737 막스 8 기종 운행중단 결정","골 항공사는 월요일인 11일밤 성명서를 발표해 12일부터 자사가 보유한 보잉 737 막스 8 기종의 운행을 중단한다고 발표했다. 해당 기종은... 골 항공사의 사고기종 운항 중단 결정은 중국과 인도네시아, 이디오피아에서 발표한 보잉 737 막스 8 기종 운항중단과 같은 내용으로 이들 항공사는..."
93,"(용인메이크업,승무원헤어,면접,항공사올림머리,로와살롱)승무원 올림머리","매년 때가 되면 #항공학 과 #면접 부터 #항공사 면접까지 많은 #승무원머리 를 요하는 손님들이 많이 온다. 항공사별로 추구하는 #올림머리도 조금씩 다르긴 하지만 올림머리를 하는 나로선 그 맥락은 얼추 다르지 않아서 ,, 얼굴을 예뻐보이게 하는건 적당한 #헤어라인을 정리해주고..."
94,"2018년 국내 항공사의 파일럿, 항공정비사의 수는?",2019년에는 항공사의 대거 항공종사자 채용이 예고되어 항공인을 꿈꾸는 분들이 많은 기대를 하고 있는 해이죠?! 올해는 대략 4300여명의 신규 채용이 예고되어 있는데요~ 항공사에서 얼마만큼 많은 항공조종사 / 항공정비사들이 근무하고 있는지 궁금해 하시는 분들이 많죠~ 오늘은 항공산업의...
95,"웰크론헬스케어, 국내 항공사 ""에어서울""과 MOU체결","2019 웰크론헬스케어/에어서울 MOU체결 웰크론헬스케어가 지난달 19일  에어서울  항공사와 업무제휴를 위한 양해각서(MOU)를 체결했다.... 에어서울은 아시아나계열의 저비용 항공사(LCC)로, 2016년 10월 첫 취항한 이래, 현재 일본, 동남아, 괌 등 19개 국제선 노선을 운항하고 있다."
96,"비엣트레블, 새로운 항공사 운영계획 발표","또 다른 항공사가 생길 예정이라고 해요, 비엣트레블, 베트남의 여행사인거 모두 아시죠~? 이 비엣트레블에서 베트남 중부 후에에 본사를 둔 항공사를 설립할 계획이라고 발표 했다고하는데요~ PIXAHERE 이미 교통부에 설립 계획을 제출 했다고 합니다. 최근 후에(HUE)에서 개최된..."
97,인천공항 제1여객터미널 / 제2여객터미널 운항 항공사 정리,"< 제1여객터미널 운항 항공사 > 아시아나항공, 저가항공사, 기타 제2여객터미널을 이용하지 않는 외국항공사 < 제2여객터미널 운항 항공사 > 대한항공, 델타항공, 에어프랑스, 네덜란드항공, 아에로멕시코, 알이탈리아, 중화항공, 가루다 인도네시아 항공, 샤먼항공, 체코항공, 아에로플로트..."
98,[자소서첨삭] 디어크루 항공사 자소서 첨삭 <접수 중>,"항공사 서류접수 마감일 3일 전 확약 해주셔야 합니다. * 대필요청, 무례한 태도, 자소서 기본 성의 부족 혹은 각 항공사 첨삭 최대인원 초과시, 유료첨삭 진행이 불가할 수 있음을 알려드립니다.   첨삭 후기 [디어크루] 제주항공 자소서 무료 첨삭 후기 안녕하세요 디어크루입니다 :)이번..."
